imdb_id,domestic_distributor,domestic_opening,budget,mpaa,running_time,genres,domestic_revenue,international_revenue,worldwide_revenue
tt0116477,Sony Pictures Releasing,90684,18000000,PG-13,4 hr 2 min,Drama,4708156,1580074,6296790
tt0117028,,0,0,,2 hr 7 min,Documentary History Music,0,0,0
tt0116999,Miramax,57739,0,PG-13,1 hr 38 min,Drama,12803305,0,12803305
tt0117691,,0,0,R,1 hr 30 min,Drama,0,0,0
tt0116704,New Line Cinema,5778933,0,PG-13,1 hr 47 min,Action Adventure Comedy Crime Drama Thriller,15318863,6571982,21890845
tt0119644,Trimark Pictures,2131001,0,R,1 hr 45 min,Comedy,4073582,0,4073582
tt0118928,Universal Pictures,18479435,116000000,PG-13,1 hr 48 min,Action Adventure Thriller,67127760,111000000,178127760
tt0118708,Sony Pictures Releasing,12220920,0,PG-13,1 hr 28 min,Action Comedy,31480418,0,31480418
tt0106535,October Films,23410,0,,1 hr 45 min,Drama,322975,0,322975
tt0120550,Metro-Goldwyn-Mayer (MGM),2755382,0,PG,1 hr 38 min,Adventure Comedy Family Romance,7233324,0,7233324
tt0120414,,0,0,R,1 hr 35 min,Comedy Thriller,0,0,0
tt0119937,Walt Disney Studios Motion Pictures,311253,8000000,PG-13,1 hr 46 min,Biography Drama Romance Sport,589304,0,589304
tt0109949,Lionsgate Films,8851,0,,1 hr 45 min,Comedy Drama,903840,0,903840
tt0119115,Universal Pictures,3759480,0,PG-13,1 hr 33 min,Comedy,9381260,0,9381260
tt0120390,Metro-Goldwyn-Mayer (MGM),4464008,55000000,R,1 hr 40 min,Action Thriller,11538235,0,11538235
tt0112362,,0,0,R,1 hr 45 min,Drama Romance,0,0,0
tt0106266,Columbia Pictures,3617317,0,PG-13,1 hr 36 min,Comedy Crime,9745803,0,9745803
tt0119664,Walt Disney Studios Motion Pictures,11411107,0,R,1 hr 57 min,Action Comedy Crime Drama Thriller,32000301,0,32000301
tt0110425,,0,0,,1 hr 36 min,Horror Sci-Fi Thriller,0,0,0
tt0116506,,0,0,R,1 hr 40 min,Drama History Thriller War,0,0,0
tt0080714,,0,0,,1 hr 43 min,Drama Romance,0,0,0
tt0106387,Metro-Goldwyn-Mayer (MGM),3285063,0,PG,1 hr 38 min,Comedy Drama Romance,23261580,0,23261580
tt0116640,,0,0,R,1 hr 34 min,Crime Drama,0,0,0
tt0117907,,0,0,,1 hr 27 min,Documentary Music,0,0,0
tt0119225,Gramercy Pictures (I),2678372,0,R,1 hr 31 min,Comedy Crime Drama,5571205,0,5571205
tt0116310,,0,0,,1 hr 12 min,Documentary,0,0,0
tt0116922,October Films,212710,0,R,2 hr 14 min,Drama Mystery Thriller,3726792,110015,3836866
tt0118691,Paramount Pictures,4080222,16000000,PG,1 hr 45 min,Comedy Romance,11486880,0,11486880
tt0119640,Universal Pictures,2128565,0,PG,1 hr 48 min,Action Comedy,4529843,0,4529843
tt0116754,Orion Classics,17205,0,R,1 hr 39 min,Drama War,790078,131808,921886
tt0118111,Sony Pictures Classics,37990,4000000,R,1 hr 24 min,Comedy,2923982,0,2923982
tt0120238,Sony Pictures Classics,69365,0,R,2 hr 1 min,Comedy Drama,656747,0,656747
tt0118042,,0,0,,57 min,Documentary,0,0,0
tt0120434,Warner Bros.,12837927,0,PG,1 hr 33 min,Comedy,36400360,0,36400360
tt0120317,Walt Disney Studios Motion Pictures,6424617,0,PG,1 hr 29 min,Action Comedy Crime Family Mystery,18301610,0,18301610
tt0116565,Live,50947,0,R,1 hr 35 min,Comedy Drama Romance,165845,0,165845
tt0116790,Miramax,0,0,PG-13,1 hr 51 min,Comedy Drama Music,5770254,0,5770254
tt0120036,Warner Bros.,3154075,0,R,2 hr 20 min,Action Drama History,13130349,0,13130349
tt0120357,Metro-Goldwyn-Mayer (MGM),195236,0,R,1 hr 36 min,Comedy Drama Romance,387069,0,387069
tt0120318,Universal Pictures,5103075,0,PG-13,1 hr 45 min,Comedy Romance,16574176,0,16574176
tt0119141,Sony Pictures Releasing,8588068,0,PG-13,1 hr 49 min,Comedy Drama Romance,29481428,0,29481428
tt0119008,Sony Pictures Releasing,11660216,0,R,2 hr 7 min,Biography Crime Drama,41909762,83000000,124909762
tt0118548,Sony Pictures Releasing,14678016,0,R,2 hr 1 min,Action Crime Drama Thriller,50068310,0,50068310
tt0119887,Sony Pictures Releasing,1817278,0,PG-13,1 hr 24 min,Comedy,3600616,0,3600616
tt0118750,Sony Pictures Releasing,6429364,0,R,1 hr 19 min,Comedy Romance,20050376,0,20050376
tt0118762,Strand Releasing,56224,0,,1 hr 14 min,Drama,532654,0,532654
tt0116041,Sony Pictures Releasing,35988,0,R,1 hr 27 min,Comedy Drama,2099677,0,2099677
tt0120053,Paramount Pictures,16278873,0,PG-13,1 hr 56 min,Action Adventure Romance Sci-Fi Thriller,61363304,56700000,118063304
tt0118829,Warner Bros.,939781,0,,1 hr 15 min,Animation Comedy Family Fantasy Musical,3566637,0,3566637
tt0120014,Miramax,853589,0,R,1 hr 30 min,Documentary Music,1608277,0,1608277
tt0120094,Warner Bros.,11615722,0,PG,2 hr 7 min,Biography Drama Music,35764351,0,35764351
tt0116743,Trimark Pictures,53499,3000000,R,1 hr 57 min,Crime Drama History Romance,4109095,0,4109095
tt0119951,Paramount Pictures,14616333,28000000,R,1 hr 49 min,Biography Comedy Drama,41230799,0,41230799
tt0118859,Orion Pictures,803811,0,R,1 hr 37 min,Crime Drama Thriller,1568258,0,1568258
tt0119572,New Line Cinema,3908725,0,R,1 hr 49 min,Drama Romance,12479335,303414,12782749
tt0118064,Fox Searchlight,23366,0,R,1 hr 40 min,Comedy Drama,712095,0,714197
tt0120152,Fox Searchlight,107108,0,R,2 hr 1 min,Crime Drama Mystery Sci-Fi Thriller,2372903,0,2372903
tt0115964,Fine Line Features,738339,0,NC-17,1 hr 40 min,Drama,2664812,7043,2672248
tt0119432,Walt Disney Studios Motion Pictures,12812047,0,PG,1 hr 45 min,Comedy Family,59927618,0,59927618
tt0118972,Sony Pictures Releasing,14274503,90000000,R,1 hr 51 min,Action Crime Drama Thriller,42868348,97939199,140807547
tt0117544,,0,0,,1 hr 38 min,Comedy,0,0,0
tt0119528,Universal Pictures,31423025,0,PG-13,1 hr 26 min,Comedy Fantasy,181410615,121300000,302710615
tt0118702,,0,0,R,1 hr 30 min,Action Comedy Crime Drama Thriller,0,0,0
tt0117422,,0,0,PG,1 hr 33 min,Drama,0,0,0
tt0118623,Warner Bros.,75268,0,PG-13,1 hr 48 min,Drama Romance,858553,0,858553
tt0118663,New Line Cinema,2742679,0,PG-13,1 hr 31 min,Comedy,7246735,91544,7338279
tt0119381,Twentieth Century Fox,2301138,0,R,1 hr 50 min,Drama Romance,5936344,0,5936344
tt0118783,First Look International,25800,0,R,1 hr 32 min,Drama,52632,0,52632
tt0118541,Orion Pictures,2024516,0,R,1 hr 35 min,Adventure Comedy Crime Mystery,3602884,0,3602884
tt0116931,Fox Searchlight,22807,0,R,1 hr 16 min,Comedy Romance,294212,0,294212
tt0116783,The Samuel Goldwyn Company,0,0,R,1 hr 18 min,Drama Romance,329211,0,329211
tt0118586,Fine Line Features,0,0,R,1 hr 26 min,Crime Drama Romance,292577,0,292577
tt0120032,Walt Disney Studios Motion Pictures,7429406,0,R,1 hr 32 min,Comedy,29235353,130,29239223
tt0119859,Fox Searchlight,62518,0,R,2 hr 2 min,Drama History War,2007100,0,2007100
tt0120389,Twentieth Century Fox,3301135,0,PG,1 hr 39 min,Action Adventure Family Fantasy Sci-Fi Thriller,8363899,1251941,9615840
tt0120461,Twentieth Century Fox,14581740,90000000,PG-13,1 hr 44 min,Action Drama Sci-Fi Thriller,49323468,73500000,122823468
tt0120366,October Films,30855,0,R,1 hr 41 min,Crime Drama Romance,534010,0,534010
tt0116295,Miramax,66471,0,R,2 hr 10 min,Drama Romance,1100788,0,1100788
tt0113314,Lionsgate Films,13284,0,R,1 hr 44 min,Drama Romance,265732,0,265732
tt0118615,Sony Pictures Releasing,16620887,0,PG-13,1 hr 29 min,Action Adventure Horror Thriller,65885767,71000000,136885767
tt0119229,Walt Disney Studios Motion Pictures,6870397,0,R,1 hr 47 min,Action Comedy Crime Romance Thriller,28084357,0,28084357
tt0116762,Gramercy Pictures (I),28318,0,R,1 hr 53 min,Crime Drama Thriller,57252,0,57252
tt0117050,Sony Pictures Classics,36628,0,PG-13,1 hr 40 min,Comedy Romance,686704,0,686704
tt0119013,Sony Pictures Releasing,5034914,0,R,1 hr 33 min,Action Comedy Sci-Fi Thriller,11438337,0,11438337
tt0115886,Miramax,31562,0,R,1 hr 41 min,Comedy Drama Romance,838368,0,838368
tt0119809,Fine Line Features,27354,0,R,1 hr 22 min,Comedy Drama Sci-Fi,194201,0,198027
tt0115927,Gramercy Pictures (I),312437,6000000,R,1 hr 28 min,Comedy Drama Romance,548561,0,548561
tt0115760,Sony Pictures Classics,0,0,NC-17,1 hr 32 min,Drama Romance,541377,0,541377
tt0116920,CFP International,31176,0,R,1 hr 33 min,Drama,64161,0,64161
tt0120479,Metro-Goldwyn-Mayer (MGM),3277084,0,PG,2 hr 11 min,Action Adventure Fantasy,6524620,12416,6537036
tt0117615,Miramax,0,0,PG,2 hr 16 min,Comedy Drama Music Romance,9499091,0,9499091
tt0119578,Fine Line Features,0,0,R,1 hr 48 min,Comedy Drama Romance,2977807,0,2977807
tt0120087,TriStar Pictures,157049,0,PG,1 hr 28 min,Adventure Comedy Drama Family,346056,0,346056
tt0116643,Fox Searchlight,12918,0,R,1 hr 45 min,Comedy Drama,53662,0,53662
tt0118655,New Line Cinema,9548111,16500000,PG-13,1 hr 34 min,Adventure Comedy,53911748,13800000,67711748
tt0120383,Sony Pictures Releasing,19528,0,R,1 hr 46 min,Action Crime Drama Romance Thriller,109261,25570,134831
tt0119109,Warner Bros.,8776159,0,PG-13,1 hr 38 min,Comedy Romance,28598376,0,28598376
tt0119116,Sony Pictures Releasing,17031345,0,PG-13,2 hr 6 min,Action Adventure Sci-Fi,63820180,200100000,263920180
tt0117482,Trimark Pictures,0,0,R,1 hr 32 min,Drama Romance,79727,0,79727
tt0120190,Trimark Pictures,2487702,0,R,1 hr 45 min,Comedy Romance,7575028,0,7575028
tt0105660,,0,0,R,1 hr 31 min,Drama,0,0,0
tt0111613,,0,0,R,1 hr 55 min,Drama Romance,0,0,0
tt0118771,Paramount Pictures,12307128,36000000,R,1 hr 33 min,Crime Drama Mystery Thriller,50159144,0,50159144
tt0058985,,0,0,,1 hr 20 min,Drama Romance,0,0,0
tt0117359,Arrow Releasing,0,0,,1 hr 37 min,Drama,1300377,0,1300377
tt0114303,The Samuel Goldwyn Company,59026,0,PG-13,1 hr 45 min,Comedy Drama Fantasy Romance,247202,0,247202
tt0120373,New Line Cinema,4903529,0,PG-13,1 hr 38 min,Comedy Romance,13602831,995740,14598571
tt0118880,Walt Disney Studios Motion Pictures,24131738,75000000,R,1 hr 55 min,Action Crime Thriller,101117573,122894661,224012234
tt0117561,Northern Arts Entertainment,6023,0,,1 hr 36 min,Comedy Fantasy Mystery,10580,0,10580
tt0118964,First Look International,0,0,R,1 hr 34 min,Drama,215292,0,215292
tt0115744,Miramax,52534,0,R,1 hr 48 min,Comedy Drama Music Romance,2576331,11375,2587706
tt0114134,Lionsgate Films,0,0,,2 hr 6 min,Drama,2372744,0,2372744
tt0116834,,0,0,,1 hr 47 min,Comedy Drama Romance,0,0,0
tt0118117,Walt Disney Studios Motion Pictures,15040,0,R,2 hr 3 min,Drama,44722,0,44722
tt0120394,Gramercy Pictures (I),6827,3300000,,1 hr 39 min,Comedy Drama,127923,911170,1039093
tt0118556,Warner Bros.,11446098,0,R,1 hr 40 min,Comedy Romance,34673095,0,34673095
tt0119567,Universal Pictures,72132785,73000000,PG-13,2 hr 9 min,Action Adventure Sci-Fi,229086679,389552320,618638999
tt0120118,Legacy,115710,0,PG,1 hr 33 min,Drama Family,1007822,0,1007822
tt0118787,Sony Pictures Releasing,3504671,0,PG,1 hr 24 min,Adventure Comedy Drama Family,10113400,0,10113400
tt0113968,,0,0,,1 hr 36 min,Drama Music,0,0,0
tt0117724,,0,0,,1 hr 42 min,Crime Drama Thriller,0,0,0
tt0120179,Twentieth Century Fox,16158942,160000000,PG-13,2 hr 1 min,Action Adventure Crime Romance Thriller,48608066,115900000,164508066
tt0112951,,0,0,,1 hr 29 min,Drama Romance,0,0,0
tt0117775,,0,0,,1 hr 20 min,Comedy Drama Fantasy Mystery,0,0,0
tt0120034,Fine Line Features,6580,0,PG-13,1 hr 38 min,Comedy Drama Romance,123330,0,123330
tt0115856,Sony Pictures Classics,0,0,R,1 hr 31 min,Comedy Romance,1474628,0,1474628
tt0116334,New Yorker Films,0,0,,1 hr 24 min,Comedy Drama War,25000,0,25000
tt0119019,Sony Pictures Classics,31777,1000000,R,1 hr 37 min,Comedy Drama,543708,0,543708
tt0119502,Roxie Releasing,12836,4000000,R,1 hr 32 min,Biography Drama Romance,46362,0,46362
tt0118127,Legacy,22002,0,R,1 hr 42 min,Comedy Romance,44052,0,44052
tt0057345,Strand Releasing,0,0,,1 hr 43 min,Drama Romance,1151804,20290,1174678
tt0119848,Twentieth Century Fox,5887675,0,PG-13,1 hr 46 min,Comedy Romance,29022252,1694649,30716901
tt0119094,Paramount Pictures,23387530,80000000,R,2 hr 18 min,Action Crime Sci-Fi Thriller,112276146,133400000,245676146
tt0118688,Warner Bros.,42872605,125000000,PG-13,2 hr 5 min,Action Sci-Fi,107353792,130900196,238259307
tt0119654,Sony Pictures Releasing,51068455,90000000,PG-13,1 hr 38 min,Action Adventure Comedy Sci-Fi,250690539,338700000,589390539
tt0116384,New Yorker Films,0,0,,1 hr 15 min,Drama Mystery Romance,532629,0,532629
tt0116949,,0,0,,1 hr 53 min,,0,0,0
tt0117076,,0,0,,1 hr 20 min,Drama,0,0,0
tt0119098,Five Minutes Before the Miracle,12045,0,,1 hr 33 min,Drama Romance,51266,0,51266
tt0116502,Fine Line Features,11589,0,PG-13,1 hr 32 min,Comedy Thriller,32212,0,32212
tt0119282,Walt Disney Studios Motion Pictures,249567,85000000,,1 hr 33 min,Action Adventure Animation Comedy Family Fantasy Musical Romance,99112101,153600000,252712101
tt0113425,Castle Hill Productions,0,0,R,1 hr 50 min,Crime Drama Thriller,8225,0,8225
tt0119738,Sony Pictures Releasing,21678377,38000000,PG-13,1 hr 45 min,Comedy Drama Romance,127120029,172168576,299288605
tt0105569,,0,0,R,1 hr 23 min,Drama Fantasy Horror Sci-Fi,0,0,0
tt0120512,Warner Bros.,1810586,0,PG,1 hr 46 min,Action Adventure Comedy Family,7342923,0,7342923
tt0119173,Walt Disney Studios Motion Pictures,11094241,0,R,2 hr 5 min,Action Drama War,48169156,0,48169156
tt0120133,Universal Pictures,2732880,0,PG,1 hr 29 min,Comedy Family Fantasy,8345056,0,8345056
tt0119152,Warner Bros.,992651,0,PG,1 hr 26 min,Adventure Drama Family,3446539,0,3446539
tt0116930,Miramax,0,0,R,1 hr 41 min,Comedy Crime Drama Romance,604523,0,605408
tt0118818,October Films,93303,0,R,1 hr 23 min,Comedy Drama,2416734,0,2416734
tt0118883,Warner Bros.,19313566,0,R,2 hr 15 min,Action Drama Mystery Thriller,75982834,61000000,136982834
tt0119311,Metro-Goldwyn-Mayer (MGM),8162768,0,R,2 hr 10 min,Crime Drama,23499102,0,23499102
tt0118570,Walt Disney Studios Motion Pictures,4878632,0,PG,1 hr 38 min,Comedy Drama Family Sport,23144499,0,23144499
tt0119190,Walt Disney Studios Motion Pictures,16540791,55000000,PG,1 hr 32 min,Action Adventure Comedy Family Romance,105263257,69200000,174463257
tt0120207,Warner Bros.,870068,16000000,PG-13,1 hr 37 min,Action Adventure Crime Fantasy Sci-Fi,1710972,91000,1801972
tt0119361,Sony Pictures Classics,100006,0,R,1 hr 37 min,Comedy Drama,2804473,0,2804473
tt0119081,Paramount Pictures,9511915,0,R,1 hr 36 min,Horror Sci-Fi Thriller,26673242,587,26674415
tt0118884,Warner Bros.,20584908,90000000,PG,2 hr 30 min,Drama Mystery Sci-Fi Thriller,100920329,70200000,171120329
tt0118966,Sony Pictures Releasing,5833412,0,R,1 hr 40 min,Action Crime Drama Thriller,13806137,0,13806137
tt0082198,Universal Pictures,9603139,0,,2 hr 9 min,Action Adventure Fantasy,39565475,29286000,68851475
tt0119896,Twentieth Century Fox,7809026,0,PG-13,1 hr 41 min,Comedy Drama Romance,31407873,12924142,44332015
tt0120177,New Line Cinema,19738749,40000000,PG-13,1 hr 36 min,Action Crime Drama Fantasy Horror,54870175,32969867,87840042
tt0120112,Miramax,3020015,0,R,1 hr 40 min,Drama Romance,7281450,0,7281450
tt0118887,Miramax,13510482,15000000,R,1 hr 45 min,Crime Drama Thriller,44862187,0,44862187
tt0119509,Universal Pictures,3252450,15000000,PG,1 hr 24 min,Comedy Family,10925060,0,10925060
tt0120524,Live,6038516,0,R,1 hr 30 min,Fantasy Horror,15738769,0,15738769
tt0119484,Universal Pictures,3450145,0,PG-13,1 hr 35 min,Action Adventure Fantasy,6112613,0,6112613
tt0120197,Fox Searchlight,63477,0,R,1 hr 26 min,Comedy Drama,661465,0,661465
tt0119465,Paramount Pictures,0,0,R,1 hr 26 min,Comedy,1918497,0,1918497
tt0119675,Miramax,7818208,30000000,R,1 hr 45 min,Horror Sci-Fi,25480490,313,25480803
tt0119457,,0,0,R,1 hr 27 min,Comedy Crime Drama Romance,0,21361,21361
tt0119086,Sony Pictures Releasing,6309583,0,PG-13,1 hr 41 min,Action Comedy Crime Romance,14515490,0,14515490
tt0119695,New Line Cinema,10654369,0,R,1 hr 37 min,Action Comedy Crime Thriller,40922619,7484992,48407611
tt0118571,Sony Pictures Releasing,37132505,85000000,R,2 hr 4 min,Action Crime Drama Thriller,172956409,142200000,315156409
tt0119051,Twentieth Century Fox,7733445,0,R,1 hr 57 min,Action Adventure Drama Thriller,27873386,15438908,43312294
tt0119468,Paramount Pictures,13215167,27000000,R,1 hr 55 min,Crime Drama Mystery Thriller,60527873,0,60527873
tt0120102,Sony Pictures Releasing,10020378,0,PG-13,2 hr 16 min,Adventure Biography Drama History War,37957682,93500000,131457682
tt0120169,Twentieth Century Fox,11197897,7500000,R,1 hr 55 min,Comedy Drama,43700855,0,43700855
tt0119360,Paramount Pictures,15019821,35000000,PG-13,1 hr 30 min,Comedy Romance,63856929,0,63856929
tt0119874,DreamWorks Distribution,12311939,50000000,R,2 hr 4 min,Action Drama Thriller,41263140,69200000,110463140
tt0118531,Warner Bros.,2222984,0,R,1 hr 59 min,Drama Thriller,5727130,0,5727130
tt0099810,Paramount Pictures,17161835,30000000,,2 hr 15 min,Action Adventure Thriller,122012643,78500000,200512643
tt0102494,Fine Line Features,0,0,R,1 hr 44 min,Drama,6401336,0,6405640
tt0119488,Warner Bros.,5211198,0,R,2 hr 18 min,Crime Drama Mystery Thriller,64616940,61600000,126216940
tt0119557,Orion Pictures,17787,0,R,2 hr 4 min,Drama,40158,0,40158
tt0119326,Gramercy Pictures (I),4206656,0,R,1 hr 33 min,Comedy,14009368,0,14009368
tt0119632,Gramercy Pictures (I),1378930,0,R,1 hr 37 min,Comedy Romance,3392080,0,3392080
tt0119123,Warner Bros.,6073094,0,R,1 hr 45 min,Action Drama Thriller,16228448,0,16228448
tt0118647,Sony Pictures Releasing,117608,0,R,1 hr 59 min,Action Crime Thriller,332597,0,332597
tt0119164,Fox Searchlight,176585,3500000,R,1 hr 31 min,Comedy Drama,45950122,211988527,257938649
tt0119280,Miramax,76268,0,PG,1 hr 41 min,Biography Drama History Romance,9229808,0,9229808
tt0119349,Fox Searchlight,75183,0,R,1 hr 52 min,Drama,8038061,0,8038061
tt0119174,PolyGram,14337029,0,R,2 hr 9 min,Drama Mystery Thriller,48323648,61100000,109423648
tt0120402,Metro-Goldwyn-Mayer (MGM),89563,0,R,1 hr 53 min,Drama,9161691,0,9161691
tt0120399,Sony Pictures Releasing,2730440,0,R,2 hr 5 min,Crime Drama Thriller,6682098,0,6682098
tt0120029,Walt Disney Studios Motion Pictures,4472937,0,PG,1 hr 35 min,Comedy Family Sci-Fi,15448043,0,15448043
tt0118971,Warner Bros.,12170536,0,R,2 hr 24 min,Drama Fantasy Mystery Thriller,60944660,92000000,152944660
tt0120151,Paramount Pictures,1163576,0,R,1 hr 38 min,Comedy Romance,3330352,0,3330352
tt0118842,Miramax,52446,0,R,1 hr 53 min,Comedy Drama Romance,12021272,0,12021272
tt0120192,,0,0,,1 hr 31 min,Action Drama Thriller,0,0,0
tt0116631,,0,0,R,1 hr 38 min,Comedy Drama Romance,0,0,0
tt0119345,Sony Pictures Releasing,15818645,0,R,1 hr 41 min,Horror Mystery,72586134,53000000,125586134
tt0120323,Walt Disney Studios Motion Pictures,2931762,0,R,1 hr 45 min,Drama,7936780,0,7936780
tt0119906,Walt Disney Studios Motion Pictures,1937374,0,R,1 hr 34 min,Crime Drama Thriller,4166918,0,4166918
tt0120303,Banner Entertainment,11470,4000000,PG-13,1 hr 41 min,Drama Music,318809,0,318809
tt0119891,Miramax,3065951,0,R,1 hr 36 min,Horror Sci-Fi Thriller,5624282,0,5624282
tt0119107,Sony Pictures Classics,23665,0,PG,1 hr 20 min,Documentary,878960,0,878960
tt0119095,Paramount Pictures,3515323,0,PG,1 hr 39 min,Drama Family Fantasy Mystery,14059077,0,14059077
tt0119177,Sony Pictures Releasing,4320202,0,PG-13,1 hr 46 min,Drama Sci-Fi Thriller,12532777,0,12533504
tt0119080,Trimark Pictures,3287846,0,R,1 hr 48 min,Drama,14842388,0,14842388
tt0118900,Metro-Goldwyn-Mayer (MGM),2443237,0,R,1 hr 56 min,Action Crime Drama Romance Thriller,5906773,0,5906773
tt0119338,United Artists,231500,500000,R,1 hr 26 min,Crime Drama Romance,375634,0,375634
tt0120257,Sony Pictures Releasing,163289,0,PG-13,1 hr 55 min,Drama Mystery Romance,397020,0,397020
tt0120481,Walt Disney Studios Motion Pictures,14352,0,PG,1 hr 55 min,Drama Romance,1851761,0,1851761
tt0119324,Miramax,63266,1500000,R,1 hr 25 min,Comedy Drama Thriller,626057,0,626057
tt0119327,Northern Arts Entertainment,6305,0,R,1 hr 32 min,Comedy Romance,13330,0,13330
tt0119592,Warner Bros.,4649742,50000000,PG-13,1 hr 54 min,Crime Drama Thriller,10541523,0,10541523
tt0119535,Twentieth Century Fox,2007279,0,R,1 hr 43 min,Comedy Crime Fantasy Romance,4366722,0,4366722
tt0083131,Columbia Pictures,6130197,0,R,1 hr 46 min,Comedy War,85297000,0,85297000
tt0119210,Paramount Pictures,2704568,0,R,1 hr 58 min,Crime Mystery Thriller,6492660,0,6492660
tt0117221,,0,0,,1 hr 43 min,Drama,0,0,0
tt0118689,Gramercy Pictures (I),2255233,18000000,PG-13,1 hr 29 min,Adventure Comedy Family,45319423,205893247,251212670
tt0120529,,0,0,,1 hr 20 min,Documentary,0,0,0
tt0120539,,0,0,R,1 hr 46 min,Documentary Music,0,0,0
tt0120490,Miramax,66920,9000000,R,1 hr 43 min,Drama War,334319,0,334319
tt0119395,Universal Pictures,15164595,60000000,R,2 hr 4 min,Action Crime Drama Thriller,54930280,104400000,159330280
tt0120275,Sony Pictures Classics,19752,0,PG,1 hr 40 min,Drama Music Romance,1080192,0,1080192
tt0119723,First Look International,90127,0,PG-13,1 hr 37 min,Drama Romance,3309421,0,3309421
tt0118836,Trimark Pictures,181233,0,PG-13,1 hr 35 min,Comedy,181233,0,181233
tt0119832,New Line Cinema,978819,0,R,1 hr 42 min,Drama Romance,2642983,0,2642983
tt0119527,Metro-Goldwyn-Mayer (MGM),279103,0,R,1 hr 46 min,Crime Drama Mystery Thriller,572433,0,572433
tt0116592,Lionsgate Films,10587,0,PG-13,1 hr 28 min,Drama Romance,20677,0,20677
tt0120520,Miramax,183610,0,R,1 hr 42 min,Drama Romance,13692848,0,13692848
tt0118901,Artisan Entertainment,43380,12000000,R,1 hr 47 min,Comedy Drama,221193,0,221193
tt0090329,Paramount Pictures,4539990,0,,1 hr 52 min,Drama Romance Thriller,68706993,0,68706993
tt0118749,New Line Cinema,50168,15000000,R,2 hr 35 min,Drama,26416349,16700954,43117303
tt0120382,Paramount Pictures,31542121,0,PG,1 hr 43 min,Comedy Drama,125618201,138500511,264118712
tt0119978,Paramount Pictures,10626507,0,PG-13,2 hr 15 min,Crime Drama Thriller,45916769,0,45916769
tt0119994,Metro-Goldwyn-Mayer (MGM),7403362,0,R,2 hr 2 min,Crime Drama Thriller,22459274,0,22459274
tt0107282,Walt Disney Studios Motion Pictures,159009,0,R,2 hr 19 min,Drama,32901136,0,32901136
tt0119365,,0,0,R,1 hr 48 min,Crime Romance Thriller,0,0,0
tt0120201,Sony Pictures Releasing,22058773,105000000,R,2 hr 9 min,Action Adventure Sci-Fi Thriller,54814377,66400000,121214377
tt0119707,New Line Cinema,16771694,0,PG-13,1 hr 35 min,Action Adventure Fantasy Sci-Fi Thriller,35927406,15449455,51376861
tt0120148,Miramax,834817,6000000,,1 hr 39 min,Comedy Drama Fantasy Romance,11841544,0,11841544
tt0118804,Warner Bros.,135606,0,R,1 hr 50 min,Comedy Drama,1995911,0,1995911
tt0118632,October Films,29396,0,PG-13,2 hr 14 min,Drama,19868354,0,19868354
tt0119142,Universal Pictures,6015970,35000000,PG-13,1 hr 55 min,Comedy Romance,31642995,1106000,32748995
tt0118617,Twentieth Century Fox,120541,0,,1 hr 34 min,Adventure Animation Drama Family Fantasy Musical Mystery Romance,58406347,81398001,139804348
tt0118583,Twentieth Century Fox,16474092,75000000,R,1 hr 49 min,Action Horror Sci-Fi,47795658,113580411,161376069
tt0123385,Miramax,32941,0,R,1 hr 38 min,Biography Drama History Romance,356749,0,356749
tt0118954,Fine Line Features,356476,20000000,R,1 hr 36 min,Comedy,10686841,0,10686841
tt0119137,Walt Disney Studios Motion Pictures,26725207,0,PG,1 hr 33 min,Comedy Family Sci-Fi,92977226,85000000,177977226
tt0118698,The Samuel Goldwyn Company,109243,0,NC-17,1 hr 45 min,Drama History Romance War,496059,0,496059
tt0116465,Gramercy Pictures (I),2132,0,R,1 hr 34 min,Drama,4134,0,4134
tt0118764,Lionsgate Films,436174,0,,1 hr 47 min,Comedy Drama Sport,4602341,0,4602341
tt0112318,,0,0,R,1 hr 25 min,Sci-Fi,0,0,0
tt0109266,,0,0,,1 hr 38 min,Crime Drama,0,0,0
tt0119303,Twentieth Century Fox,5085482,32000000,PG,1 hr 42 min,Action Comedy Crime Family,30882515,48200000,79082515
tt0118607,DreamWorks Distribution,4573523,36000000,R,2 hr 35 min,Biography Drama History,44229441,0,44229441
tt0120483,Warner Bros.,4604819,20000000,PG,1 hr 34 min,Comedy Crime Drama,13717039,0,13717039
tt0119217,Miramax,272912,0,R,2 hr 6 min,Drama Romance,138433435,87500000,225933435
tt0116976,,0,0,R,1 hr 34 min,Drama Thriller,0,0,0
tt0119352,Spats Films,4401,0,R,1 hr 41 min,Drama History,8329,0,8329
tt0116490,,0,0,,1 hr 30 min,Drama,0,0,0
tt0119925,Warner Bros.,5260324,80000000,R,2 hr 57 min,Action Adventure Drama Sci-Fi,17626234,0,17626234
tt0119052,Paramount Pictures,1817,0,PG,1 hr 56 min,Drama,323411,0,323411
tt0119819,Strand Releasing,0,0,R,1 hr 22 min,Comedy Crime Horror Thriller,76054,0,76054
tt0120082,Dimension Films,32926342,24000000,R,2 hr,Horror Mystery,101363301,71000000,172363301
tt0119718,Walt Disney Studios Motion Pictures,5233631,30000000,PG,1 hr 27 min,Adventure Comedy Family,21437192,0,21437192
tt0119314,Walt Disney Studios Motion Pictures,13685488,0,PG-13,2 hr 49 min,Drama Romance Western,75383563,111500000,186883563
